step,physics_step,time,phase,root_z,root_quat_w,root_quat_x,root_quat_y,root_quat_z,projected_gravity_0,projected_gravity_1,projected_gravity_2,action_max_abs,action_mean,action[0],action[1],action[2],dof_pos[0],dof_pos[1],dof_pos[2],dof_vel[0],target_dof_pos[0],target_dof_pos[1],tau[0],tau[1],tau[2],max_abs_tau,stop_reason
81,810,1.620000,0.648800,0.211380,0.445347,0.307773,-0.662223,0.518076,-0.908664,0.412233,0.066282,9.045126,-1.394497,-0.037801,0.520467,1.234501,0.000163,-0.050345,0.001394,-0.003250,-0.209450,0.130117,-6.1819,5.6385,9.7232,36.0000,
82,820,1.640000,0.656800,0.210243,0.447501,0.306428,-0.663398,0.515508,-0.909623,0.409870,0.067775,9.019324,-1.380742,-0.020527,0.477746,1.237458,0.000131,-0.050335,0.001271,-0.000443,-0.205132,0.119437,-6.2868,5.4121,9.2287,36.0000,
83,830,1.660000,0.664800,0.209256,0.449987,0.304865,-0.663749,0.513815,-0.910579,0.407869,0.066995,8.977961,-1.372417,-0.032275,0.448682,1.229900,0.000128,-0.050344,0.001192,0.000332,-0.208069,0.112171,-6.1583,5.0948,9.2504,36.0000,
84,840,1.680000,0.672800,0.207812,0.452287,0.303000,-0.664531,0.511885,-0.911053,0.406810,0.066995,8.945952,-1.367044,-0.110848,0.429890,1.210768,0.000134,-0.050356,0.001142,0.000281,-0.227712,0.107472,-6.2465,4.8722,9.1906,36.0000,
85,850,1.700000,0.680800,0.206337,0.454816,0.301390,-0.665288,0.509605,-0.912275,0.404076,0.066905,8.909152,-1.356939,-0.128729,0.412136,1.226041,0.000129,-0.050329,0.001099,-0.003154,-0.232182,0.103034,-6.8305,4.7191,9.0540,36.0000,
86,860,1.720000,0.688800,0.205377,0.457486,0.301533,-0.665611,0.506702,-0.914385,0.399157,0.067632,8.910168,-1.355452,-0.156062,0.421936,1.216308,0.000005,-0.049877,0.001001,-0.006487,-0.239016,0.105484,-6.9559,4.5548,9.1738,35.6284,
87,870,1.740000,0.696800,0.204485,0.460011,0.302601,-0.666090,0.503136,-0.917045,0.392580,0.070074,8.909079,-1.356459,-0.234087,0.442334,1.171324,-0.000095,-0.049570,0.000938,-0.004794,-0.258522,0.110584,-7.1604,4.6310,9.0993,35.3467,
88,880,1.760000,0.704800,0.203766,0.462332,0.304526,-0.666452,0.499355,-0.920109,0.384736,0.073337,8.902789,-1.362407,-0.302984,0.454635,1.117370,-0.000181,-0.049369,0.000892,-0.004155,-0.275746,0.113659,-7.7440,4.7846,8.7617,35.0756,
89,890,1.780000,0.712800,0.202988,0.463775,0.307135,-0.666730,0.496036,-0.922806,0.377412,0.077387,8.892403,-1.367622,-0.359582,0.462474,1.046534,-0.000255,-0.049252,0.000848,-0.003477,-0.289896,0.115618,-8.2595,4.8804,8.3575,34.7861,
90,900,1.800000,0.720800,0.202352,0.465180,0.310296,-0.667005,0.492370,-0.925844,0.368922,0.081912,8.908708,-1.371784,-0.397323,0.465536,0.998751,-0.000307,-0.049202,0.000810,-0.002401,-0.299331,0.116384,-8.6840,4.9437,7.8277,34.4692,
91,910,1.820000,0.728800,0.201828,0.466670,0.313966,-0.667164,0.488402,-0.929056,0.359627,0.086737,8.948050,-1.376973,-0.440056,0.469786,0.968017,-0.000349,-0.049186,0.000775,-0.001399,-0.310014,0.117446,-8.9674,4.9704,7.4706,34.3332,
92,920,1.840000,0.736800,0.201328,0.468213,0.318199,-0.667354,0.483905,-0.932524,0.349018,0.092656,8.978474,-1.380514,-0.490661,0.470687,0.937594,-0.000376,-0.049202,0.000748,-0.001594,-0.322665,0.117672,-9.2868,5.0036,7.2404,34.2266,
93,930,1.860000,0.744800,0.200719,0.469868,0.322870,-0.667867,0.478469,-0.936169,0.337089,0.099789,9.020333,-1.382396,-0.539409,0.476364,0.922737,-0.000394,-0.049229,0.000723,-0.000765,-0.334852,0.119091,-9.6670,5.0096,7.0117,34.0625,
94,940,1.880000,0.752800,0.200194,0.471907,0.328229,-0.668302,0.472168,-0.940260,0.322941,0.107795,9.052257,-1.385570,-0.605452,0.483147,0.903219,-0.000408,-0.049255,0.000705,-0.000330,-0.351363,0.120787,-10.0328,5.0531,6.9005,34.0720,
95,950,1.900000,0.760800,0.199651,0.474025,0.334317,-0.668653,0.465227,-0.944567,0.306834,0.116813,9.078116,-1.390382,-0.678671,0.494538,0.867340,-0.000418,-0.049288,0.000686,-0.000326,-0.369668,0.123635,-10.5279,5.1064,6.7555,34.1709,
